m,k,log_n,N,reps,n_success
4224,4,32,2335,20000,19988
4224,5,32,2335,20000,19980
4224,6,32,2335,20000,19987
4247,4,32,3359,10000,1
4247,5,32,3359,10000,0
4247,6,32,3359,10000,0
4251,4,32,2048,10000,9994
4251,5,32,2048,10000,9996
4251,6,32,2048,10000,9995
4252,4,32,2335,20000,19981
4252,5,32,2335,20000,19990
4252,6,32,2335,20000,19993
4277,5,32,2048,100000,99954
4279,4,32,2335,20000,19990
4279,5,32,2335,20000,19982
4279,6,32,2335,20000,19986
4284,4,32,1623,10000,9998
4284,5,32,1623,10000,9998
4284,6,32,1623,10000,9997
4296,4,32,2048,100000,99959
4296,5,32,2048,200000,199901
4296,6,32,2048,300000,299865
4299,4,32,2335,10000,9993
4299,5,32,2335,10000,9990
4299,6,32,2335,10000,9990
4307,4,32,2335,20000,19987
4307,5,32,2335,20000,19990
4307,6,32,2335,20000,19989
4333,4,32,2048,10000,9996
4333,5,32,2048,10000,9996
4333,6,32,2048,110000,109955
4335,4,32,2335,20000,19981
4335,5,32,2335,20000,19989
4335,6,32,2335,20000,19986
4356,4,32,1623,10000,9997
4356,5,32,1623,10000,9998
4356,6,32,1623,10000,10000
4363,4,32,2335,20000,19985
4363,5,32,2335,20000,19988
4363,6,32,2335,20000,19993
4365,5,32,2048,100000,99964
4370,5,32,2048,100000,99957
4388,5,32,2048,200000,199895
4388,6,32,2048,200000,199893
4391,4,32,2335,20000,19981
4391,5,32,2335,20000,19988
4391,6,32,2335,20000,19987
4396,4,32,3359,10000,8015
4396,5,32,3359,10000,0
4396,6,32,3359,10000,0
4403,4,32,2335,10000,9992
4403,5,32,2335,10000,9997
4403,6,32,2335,10000,9997
4416,4,32,2048,110000,109946
4416,5,32,2048,10000,9994
4416,6,32,2048,110000,109958
4419,4,32,2335,20000,19984
4419,5,32,2335,20000,19989
4419,6,32,2335,20000,19987
4428,4,32,1623,10000,9999
4428,5,32,1623,10000,9997
4428,6,32,1623,10000,9998
4434,4,32,3359,20000,19409
4434,5,32,3359,20000,0
4434,6,32,3359,20000,0
4443,4,32,2048,100000,99952
4446,4,32,2335,20000,19985
4446,5,32,2335,20000,19988
4446,6,32,2335,20000,19991
4452,5,32,2048,100000,99945
4474,4,32,2335,20000,19982
4474,4,32,3359,20000,19955
4474,5,32,2335,20000,19988
4474,5,32,3359,20000,0
4474,6,32,2335,20000,19981
4474,6,32,3359,20000,0
4480,4,32,2048,200000,199908
4480,5,32,2048,200000,199885
4480,6,32,2048,200000,199897
4498,4,32,2048,10000,9998
4498,5,32,2048,110000,109939
4498,6,32,2048,10000,9992
4500,4,32,1623,10000,9995
4500,5,32,1623,10000,9996
4500,6,32,1623,10000,9997
4502,4,32,2335,20000,19993
4502,4,32,3359,20000,19963
4502,5,32,2335,20000,19995
4502,5,32,3359,20000,0
4502,6,32,2335,20000,19988
4502,6,32,3359,20000,0
4506,4,32,2335,10000,9994
4506,5,32,2335,10000,9996
4506,6,32,2335,10000,9994
4514,4,32,3359,40000,39944
4514,5,32,3359,40000,0
4514,6,32,3359,40000,0
4526,4,32,3359,20000,19972
4526,5,32,3359,20000,0
4526,6,32,3359,20000,0
4530,4,32,2335,20000,19983
4530,5,32,2335,20000,19988
4530,6,32,2335,20000,19986
4538,4,32,3359,20000,19973
4538,5,32,3359,20000,0
4538,6,32,3359,20000,0
4539,5,32,2048,100000,99945
4545,4,32,3359,10000,9979
4545,5,32,3359,10000,0
4545,6,32,3359,10000,0
4550,4,32,3359,20000,19974
4550,5,32,3359,20000,0
4550,6,32,3359,20000,0
4554,4,32,3359,20000,19965
4554,5,32,3359,20000,0
4554,6,32,3359,20000,0
4558,4,32,2335,20000,19991
4558,5,32,2335,20000,19988
4558,6,32,2335,20000,19990
4563,4,32,3359,20000,19973
4563,5,32,3359,20000,0
4563,6,32,3359,20000,0
4572,4,32,1623,10000,9999
4572,4,32,2048,200000,199891
4572,5,32,1623,10000,9994
4572,5,32,2048,200000,199894
4572,6,32,1623,10000,9998
4572,6,32,2048,200000,199903
4575,4,32,3359,20000,19963
4575,5,32,3359,20000,0
4575,6,32,3359,20000,0
4581,4,32,2048,10000,9996
4581,5,32,2048,10000,9993
4581,6,32,2048,110000,109943
4586,4,32,2335,20000,19990
4586,5,32,2335,20000,19989
4586,6,32,2335,20000,19981
4587,4,32,3359,20000,19970
4587,5,32,3359,20000,0
4587,6,32,3359,20000,0
4590,5,32,2048,100000,99939
4590,6,32,2048,100000,99955
4595,4,32,3359,20000,19967
4595,5,32,3359,20000,0
4595,6,32,3359,20000,0
4599,4,32,3359,20000,19971
4599,5,32,3359,20000,0
4599,6,32,3359,20000,0
4610,4,32,2335,10000,9995
4610,5,32,2335,10000,9997
4610,6,32,2335,10000,9997
4611,4,32,3359,20000,19969
4611,5,32,3359,20000,0
4611,6,32,3359,20000,0
4613,4,32,2335,20000,19987
4613,5,32,2335,20000,19994
4613,6,32,2335,20000,19987
4624,4,32,3359,20000,19978
4624,5,32,3359,20000,0
4624,6,32,3359,20000,0
4627,5,32,2048,100000,99962
4635,4,32,3359,20000,19970
4635,5,32,3359,20000,0
4635,6,32,3359,20000,0
4636,4,32,3359,20000,19974
4636,5,32,3359,20000,0
4636,6,32,3359,20000,0
4641,4,32,2335,20000,19985
4641,5,32,2335,20000,19993
4641,6,32,2335,20000,19991
4644,4,32,1623,10000,9996
4644,5,32,1623,10000,9995
4644,6,32,1623,10000,9997
4648,4,32,3359,20000,19980
4648,5,32,3359,20000,0
4648,6,32,3359,20000,0
4660,4,32,3359,20000,19973
4660,5,32,3359,20000,0
4660,6,32,3359,20000,0
4663,4,32,2048,10000,9996
4663,5,32,2048,110000,109953
4663,6,32,2048,110000,109941
4664,4,32,2048,300000,299855
4664,5,32,2048,100000,99956
4664,6,32,2048,100000,99947
4669,4,32,2335,20000,19985
4669,5,32,2335,20000,19989
4669,6,32,2335,20000,19989
4673,4,32,3359,20000,19980
4673,5,32,3359,20000,2
4673,6,32,3359,20000,0
4675,4,32,3359,20000,19969
4675,5,32,3359,20000,3
4675,6,32,3359,20000,0
4685,4,32,3359,20000,19981
4685,5,32,3359,20000,9
4685,6,32,3359,20000,0
4694,4,32,3359,10000,9991
4694,5,32,3359,10000,1
4694,6,32,3359,10000,0
4697,4,32,2335,20000,19989
4697,4,32,3359,20000,19961
4697,5,32,2335,20000,19990
4697,5,32,3359,20000,12
4697,6,32,2335,20000,19986
4697,6,32,3359,20000,0
4709,4,32,3359,20000,19961
4709,5,32,3359,20000,51
4709,6,32,3359,20000,0
4711,5,32,4096,100000,0
4714,4,32,2335,10000,9993
4714,5,32,2048,100000,99952
4714,5,32,2335,10000,9994
4714,6,32,2335,10000,9992
4715,4,32,3359,20000,19970
4715,5,32,3359,20000,102
4715,6,32,3359,20000,0
4716,4,32,1623,10000,9995
4716,5,32,1623,10000,9998
4716,6,32,1623,10000,9996
4721,4,32,3359,20000,19973
4721,5,32,3359,20000,171
4721,6,32,3359,20000,0
4725,4,32,2335,20000,19988
4725,5,32,2335,20000,19987
4725,6,32,2335,20000,19980
4734,4,32,3359,20000,19980
4734,5,32,3359,20000,354
4734,6,32,3359,20000,0
4737,6,32,2048,100000,99949
4746,4,32,2048,110000,109958
4746,4,32,3359,20000,19969
4746,5,32,2048,110000,109933
4746,5,32,3359,20000,898
4746,6,32,2048,10000,9993
4746,6,32,3359,20000,0
4753,4,32,2335,20000,19986
4753,5,32,2335,20000,19986
4753,6,32,2335,20000,19985
4755,4,32,3359,20000,19976
4755,5,32,3359,20000,1715
4755,6,32,3359,20000,0
4756,4,32,2048,200000,199908
4756,6,32,2048,200000,199890
4758,4,32,3359,20000,19986
4758,5,32,3359,20000,1657
4758,6,32,3359,20000,0
4770,4,32,3359,20000,19971
4770,5,32,3359,20000,3355
4770,6,32,3359,20000,0
4780,4,32,2335,20000,19991
4780,5,32,2335,20000,19992
4780,6,32,2335,20000,19991
4782,4,32,3359,20000,19981
4782,5,32,3359,20000,4990
4782,6,32,3359,20000,0
4788,4,32,1623,10000,9998
4788,5,32,1623,10000,9998
4788,6,32,1623,10000,9998
4795,4,32,3359,40000,39959
4795,5,32,3359,40000,16041
4795,6,32,3359,40000,0
4801,5,32,2048,100000,99958
4807,4,32,3359,20000,19976
4807,5,32,3359,20000,10238
4807,6,32,3359,20000,0
4808,4,32,2335,20000,19985
4808,5,32,2335,20000,19989
4808,6,32,2335,20000,19989
4817,4,32,2335,10000,9990
4817,5,32,2335,10000,9993
4817,6,32,2335,10000,9997
4819,4,32,3359,20000,19974
4819,5,32,3359,20000,12425
4819,6,32,3359,20000,0
4828,4,32,2048,10000,9994
4828,5,32,2048,10000,9998
4828,6,32,2048,10000,9994
4831,4,32,3359,20000,19970
4831,5,32,3359,20000,15270
4831,6,32,3359,20000,0
4835,4,32,3359,20000,19966
4835,5,32,3359,20000,15979
4835,6,32,3359,20000,0
4836,4,32,2335,20000,19983
4836,5,32,2335,20000,19986
4836,6,32,2335,20000,19990
4843,4,32,3359,10000,9986
4843,5,32,3359,10000,8437
4843,6,32,3359,10000,0
4844,4,32,3359,20000,19976
4844,5,32,3359,20000,16754
4844,6,32,3359,20000,0
4847,4,32,2048,200000,199913
4847,5,32,2048,100000,99953
4847,6,32,2048,100000,99953
4856,4,32,3359,20000,19971
4856,5,32,3359,20000,18411
4856,6,32,3359,20000,0
4864,4,32,2335,20000,19988
4864,5,32,2335,20000,19991
4864,6,32,2335,20000,19991
4868,4,32,3359,20000,19964
4868,5,32,3359,20000,19011
4868,6,32,3359,20000,0
4875,4,32,3359,20000,19965
4875,5,32,3359,20000,19460
4875,6,32,3359,20000,0
4880,4,32,3359,20000,19979
4880,5,32,3359,20000,19621
4880,6,32,3359,20000,0
4884,6,32,2048,100000,99947
4886,5,32,4096,100000,0
4889,5,32,2048,100000,99943
4892,4,32,2335,20000,19993
4892,4,32,3359,20000,19977
4892,5,32,2335,20000,19989
4892,5,32,3359,20000,19788
4892,6,32,2335,20000,19987
4892,6,32,3359,20000,0
4905,4,32,3359,20000,19971
4905,5,32,3359,20000,19897
4905,6,32,3359,20000,0
4910,4,32,2048,110000,109942
4910,5,32,2048,10000,9996
4910,6,32,2048,10000,9993
4915,4,32,3359,20000,19972
4915,5,32,3359,20000,19943
4915,6,32,3359,20000,0
4916,4,32,4096,100000,0
4916,5,32,4096,100000,0
4916,6,32,4096,100000,0
4917,4,32,3359,20000,19981
4917,5,32,3359,20000,19939
4917,6,32,3359,20000,0
4920,4,32,2335,20000,19985
4920,5,32,2335,20000,19992
4920,6,32,2335,20000,19985
4921,4,32,2335,10000,9988
4921,5,32,2335,10000,9994
4921,6,32,2335,10000,9994
4929,4,32,3359,20000,19968
4929,5,32,3359,20000,19964
4929,6,32,3359,20000,0
4939,4,32,2048,200000,199913
4939,5,32,2048,200000,199896
4939,6,32,2048,100000,99953
4941,4,32,3359,20000,19980
4941,5,32,3359,20000,19964
4941,6,32,3359,20000,0
4947,4,32,2335,20000,19989
4947,5,32,2335,20000,19989
4947,6,32,2335,20000,19988
4953,4,32,3359,20000,19974
4953,5,32,3359,20000,19979
4953,6,32,3359,20000,0
4955,4,32,3359,20000,19971
4955,5,32,3359,20000,19971
4955,6,32,3359,20000,0
4958,4,32,2048,100000,99957
4958,6,32,2048,100000,99954
4966,4,32,3359,20000,19979
4966,5,32,3359,20000,19979
4966,6,32,3359,20000,0
4975,4,32,2335,20000,19986
4975,5,32,2335,20000,19988
4975,6,32,2335,20000,19986
4976,5,32,2048,100000,99957
4978,4,32,3359,20000,19974
4978,5,32,3359,20000,19971
4978,6,32,3359,20000,0
4990,4,32,3359,20000,19963
4990,5,32,3359,20000,19972
4990,6,32,3359,20000,0
4992,4,32,3359,10000,9975
4992,5,32,3359,10000,9983
4992,6,32,3359,10000,0
4993,4,32,2048,110000,109947
4993,5,32,2048,10000,9995
4993,6,32,2048,110000,109944
4995,4,32,3359,20000,19972
4995,5,32,3359,20000,19971
4995,6,32,3359,20000,0
5002,4,32,3359,20000,19976
5002,5,32,3359,20000,19970
5002,6,32,3359,20000,0
5003,4,32,2335,20000,19985
5003,5,32,2335,20000,19983
5003,6,32,2335,20000,19992
5015,4,32,3359,20000,19978
5015,5,32,3359,20000,19970
5015,6,32,3359,20000,0
5024,4,32,2335,10000,9988
5024,5,32,2335,10000,9997
5024,6,32,2335,10000,9997
5027,4,32,3359,20000,19973
5027,5,32,3359,20000,19984
5027,6,32,3359,20000,0
5031,4,32,2048,100000,99953
5031,4,32,2335,20000,19986
5031,5,32,2048,200000,199916
5031,5,32,2335,20000,19979
5031,6,32,2048,100000,99952
5031,6,32,2335,20000,19991
5035,4,32,3359,20000,19972
5035,5,32,3359,20000,19968
5035,6,32,3359,20000,0
5039,4,32,3359,20000,19972
5039,4,32,4096,10000,0
5039,5,32,3359,20000,19971
5039,5,32,4096,10000,0
5039,6,32,3359,20000,0
5039,6,32,4096,110000,0
5051,4,32,3359,20000,19974
5051,5,32,3359,20000,19973
5051,6,32,3359,20000,0
5059,4,32,2335,20000,19987
5059,5,32,2335,20000,19988
5059,6,32,2335,20000,19988
5060,5,32,4096,100000,0
5063,4,32,3359,20000,19962
5063,5,32,2048,100000,99962
5063,5,32,3359,20000,19972
5063,5,32,4096,100000,0
5063,6,32,3359,20000,0
5063,6,32,4096,100000,0
5075,4,32,2048,110000,109944
5075,4,32,3359,20000,19977
5075,5,32,2048,110000,109953
5075,5,32,3359,20000,19979
5075,6,32,2048,10000,9993
5075,6,32,3359,20000,0
5076,4,32,3359,20000,19975
5076,5,32,3359,20000,19974
5076,6,32,3359,20000,0
5087,4,32,2335,20000,19988
5087,5,32,2335,20000,19989
5087,6,32,2335,20000,19983
5088,4,32,3359,20000,19981
5088,5,32,3359,20000,19981
5088,6,32,3359,20000,0
5099,4,32,4096,100000,0
5099,5,32,4096,100000,0
5099,6,32,4096,100000,0
5100,4,32,3359,20000,19978
5100,5,32,3359,20000,19973
5100,6,32,3359,20000,0
5105,4,32,2048,100000,99946
5112,4,32,3359,20000,19975
5112,5,32,3359,20000,19974
5112,6,32,3359,20000,0
5114,4,32,2335,20000,19982
5114,5,32,2335,20000,19986
5114,6,32,2335,20000,19983
5115,4,32,3359,20000,19974
5115,5,32,3359,20000,19980
5115,6,32,3359,20000,0
5123,4,32,2048,200000,199903
5123,5,32,2048,200000,199905
5123,6,32,2048,200000,199894
5125,4,32,3359,20000,19967
5125,5,32,3359,20000,19973
5125,6,32,3359,20000,0
5128,4,32,2335,10000,9990
5128,5,32,2335,10000,9993
5128,6,32,2335,10000,9993
5137,4,32,3359,20000,19971
5137,5,32,3359,20000,19974
5137,6,32,3359,20000,0
5141,4,32,3359,10000,9988
5141,5,32,3359,10000,9984
5141,6,32,3359,10000,0
5142,4,32,2335,20000,19985
5142,5,32,2335,20000,19989
5142,6,32,2335,20000,19988
5149,4,32,3359,20000,19971
5149,5,32,3359,20000,19965
5149,6,32,3359,20000,0
5151,5,32,2048,100000,99956
5155,4,32,3359,20000,19972
5155,5,32,3359,20000,19967
5155,6,32,3359,20000,2
5158,4,32,2048,110000,109942
5158,5,32,2048,10000,9991
5158,6,32,2048,10000,9999
5161,4,32,3359,20000,19975
5161,5,32,3359,20000,19974
5161,6,32,3359,20000,6
5170,4,32,2335,20000,19986
5170,5,32,2335,20000,19989
5170,6,32,2335,20000,19995
5173,4,32,3359,20000,19976
5173,5,32,3359,20000,19969
5173,6,32,3359,20000,17
5178,4,32,2048,100000,99955
5186,4,32,3359,20000,19981
5186,5,32,3359,20000,19971
5186,6,32,3359,20000,54
5195,4,32,3359,20000,19986
5195,5,32,3359,20000,19980
5195,6,32,3359,20000,75
5198,4,32,2335,20000,19994
5198,4,32,3359,20000,19973
5198,5,32,2335,20000,19988
5198,5,32,3359,20000,19968
5198,6,32,2335,20000,19990
5198,6,32,3359,20000,121
5203,4,32,4096,110000,40
5203,5,32,4096,110000,0
5203,6,32,4096,110000,0
5210,4,32,3359,20000,19966
5210,4,32,4096,100000,88
5210,5,32,3359,20000,19976
5210,5,32,4096,100000,0
5210,6,32,3359,20000,347
5215,4,32,2048,200000,199901
5215,5,32,2048,200000,199916
5215,6,32,2048,100000,99950
5222,4,32,3359,20000,19987
5222,5,32,3359,20000,19964
5222,6,32,3359,20000,625
5226,4,32,2335,20000,19989
5226,5,32,2335,20000,19994
5226,6,32,2335,20000,19987
5231,4,32,2335,10000,9989
5231,5,32,2335,10000,9992
5231,6,32,2335,10000,9992
5234,4,32,3359,20000,19979
5234,5,32,3359,20000,19977
5234,6,32,3359,20000,1251
5235,4,32,3359,20000,19974
5235,5,32,3359,20000,19973
5235,5,32,4096,100000,0
5235,6,32,3359,20000,1178
5238,5,32,2048,100000,99958
5240,4,32,2048,110000,109939
5240,5,32,2048,110000,109954
5240,6,32,2048,10000,9995
5247,4,32,3359,20000,19973
5247,5,32,3359,20000,19968
5247,6,32,3359,20000,2119
5254,4,32,2335,20000,19994
5254,5,32,2335,20000,19994
5254,6,32,2335,20000,19990
5259,4,32,3359,20000,19976
5259,5,32,3359,20000,19977
5259,6,32,3359,20000,3610
5271,4,32,3359,20000,19979
5271,5,32,3359,20000,19982
5271,6,32,3359,20000,5464
5275,4,32,3359,20000,19985
5275,5,32,3359,20000,19972
5275,6,32,3359,20000,6521
5281,4,32,2335,20000,19990
5281,5,32,2335,20000,19982
5281,6,32,2335,20000,19981
5283,4,32,3359,20000,19978
5283,4,32,4096,200000,25998
5283,5,32,3359,20000,19977
5283,5,32,4096,100000,0
5283,6,32,3359,20000,7706
5283,6,32,4096,100000,0
5290,4,32,3359,10000,9985
5290,5,32,3359,10000,9987
5290,6,32,3359,10000,4398
5296,4,32,3359,20000,19971
5296,5,32,3359,20000,19966
5296,6,32,3359,20000,10077
5307,4,32,2048,100000,99962
5307,5,32,2048,200000,199894
5307,6,32,2048,200000,199891
5308,4,32,3359,20000,19980
5308,5,32,3359,20000,19973
5308,6,32,3359,20000,12420
5309,4,32,2335,20000,19988
5309,5,32,2335,20000,19985
5309,6,32,2335,20000,19982
5315,4,32,3359,20000,19967
5315,5,32,3359,20000,19967
5315,6,32,3359,20000,13430
5320,4,32,3359,20000,19977
5320,5,32,3359,20000,19981
5320,6,32,3359,20000,14608
5323,4,32,2048,10000,9993
5323,5,32,2048,110000,109937
5323,6,32,2048,110000,109934
5325,4,32,2048,100000,99943
5325,5,32,2048,100000,99938
5332,4,32,3359,20000,19977
5332,5,32,3359,20000,19967
5332,6,32,3359,20000,16396
5335,4,32,2335,10000,9996
5335,5,32,2335,10000,9992
5335,6,32,2335,10000,9994
5337,4,32,2335,20000,19988
5337,5,32,2335,20000,19987
5337,6,32,2335,20000,19986
5344,4,32,3359,20000,19970
5344,5,32,3359,20000,19982
5344,6,32,3359,20000,17749
5355,4,32,3359,20000,19976
5355,5,32,3359,20000,19980
5355,6,32,3359,20000,18666
5357,4,32,3359,20000,19973
5357,5,32,3359,20000,19976
5357,6,32,3359,20000,18722
5365,4,32,2335,20000,19985
5365,5,32,2335,20000,19987
5365,6,32,2335,20000,19990
5368,4,32,4096,10000,8875
5368,5,32,4096,10000,0
5368,6,32,4096,110000,0
5369,4,32,3359,20000,19973
5369,5,32,3359,20000,19975
5369,6,32,3359,20000,19306
5381,4,32,3359,20000,19972
5381,5,32,3359,20000,19984
5381,6,32,3359,20000,19627
5393,4,32,2335,20000,19996
5393,4,32,3359,20000,19975
5393,5,32,2335,20000,19985
5393,5,32,3359,20000,19980
5393,6,32,2335,20000,19984
5393,6,32,3359,20000,19815
5395,4,32,3359,20000,19972
5395,5,32,3359,20000,19973
5395,6,32,3359,20000,19849
5399,4,32,2048,200000,199922
5399,5,32,2048,100000,99954
5399,6,32,2048,200000,199896
5405,4,32,2048,110000,109947
5405,4,32,3359,20000,19975
5405,5,32,2048,10000,9998
5405,5,32,3359,20000,19978
5405,6,32,2048,110000,109939
5405,6,32,3359,20000,19910
5410,5,32,4096,100000,0
5418,4,32,3359,20000,19979
5418,5,32,3359,20000,19967
5418,6,32,3359,20000,19960
5421,4,32,2335,20000,19989
5421,5,32,2335,20000,19989
5421,6,32,2335,20000,19984
5430,4,32,3359,20000,19976
5430,5,32,3359,20000,19983
5430,6,32,3359,20000,19969
5435,4,32,3359,20000,19984
5435,5,32,3359,20000,19973
5435,6,32,3359,20000,19965
5439,4,32,2335,10000,9999
5439,4,32,3359,10000,9987
5439,5,32,2335,10000,9998
5439,5,32,3359,10000,9986
5439,6,32,2335,10000,9992
5439,6,32,3359,10000,9988
5442,4,32,3359,20000,19975
5442,5,32,3359,20000,19980
5442,6,32,3359,20000,19977
5448,4,32,2335,20000,19990
5448,5,32,2335,20000,19988
5448,6,32,2335,20000,19986
5454,4,32,3359,20000,19967
5454,5,32,3359,20000,19978
5454,6,32,3359,20000,19973
5467,4,32,3359,20000,19971
5467,4,32,4096,200000,199598
5467,5,32,3359,20000,19974
5467,5,32,4096,100000,0
5467,6,32,3359,20000,19972
5467,6,32,4096,100000,0
5475,4,32,3359,20000,19979
5475,5,32,3359,20000,19966
5475,6,32,3359,20000,19968
5476,4,32,2335,20000,19983
5476,5,32,2335,20000,19990
5476,6,32,2335,20000,19994
5479,4,32,3359,20000,19972
5479,5,32,3359,20000,19979
5479,6,32,3359,20000,19976
5488,4,32,2048,110000,109947
5488,5,32,2048,10000,9993
5488,6,32,2048,10000,9993
5491,4,32,2048,100000,99941
5491,4,32,3359,20000,19975
5491,5,32,2048,200000,199894
5491,5,32,3359,20000,19968
5491,6,32,2048,200000,199900
5491,6,32,3359,20000,19970
5503,4,32,3359,20000,19976
5503,5,32,3359,20000,19983
5503,6,32,3359,20000,19978
5504,4,32,2335,20000,19991
5504,5,32,2335,20000,19986
5504,6,32,2335,20000,19988
5515,4,32,3359,40000,39942
5515,5,32,3359,40000,39956
5515,6,32,3359,40000,39942
5528,4,32,3359,20000,19975
5528,5,32,3359,20000,19980
5528,6,32,3359,20000,19969
5532,4,32,2335,20000,19985
5532,5,32,2335,20000,19990
5532,6,32,2335,20000,19988
5533,4,32,4096,10000,9983
5533,5,32,4096,10000,0
5533,6,32,4096,110000,0
5540,4,32,3359,20000,19969
5540,5,32,3359,20000,19975
5540,6,32,3359,20000,19981
5542,4,32,2335,10000,9996
5542,5,32,2335,10000,9993
5542,6,32,2335,10000,9991
5552,4,32,3359,20000,19976
5552,5,32,3359,20000,19966
5552,6,32,3359,20000,19974
5555,4,32,3359,20000,19978
5555,5,32,3359,20000,19965
5555,6,32,3359,20000,19971
5560,4,32,2335,20000,19994
5560,5,32,2335,20000,19985
5560,6,32,2335,20000,19988
5564,4,32,3359,20000,19984
5564,5,32,3359,20000,19974
5564,6,32,3359,20000,19980
5570,4,32,2048,10000,9994
5570,5,32,2048,110000,109951
5570,6,32,2048,10000,9993
5576,4,32,3359,20000,19976
5576,5,32,3359,20000,19972
5576,6,32,3359,20000,19980
5583,5,32,2048,100000,99954
5583,6,32,2048,100000,99966
5584,5,32,4096,100000,0
5588,4,32,2335,20000,19990
5588,4,32,3359,10000,9992
5588,5,32,2335,20000,19982
5588,5,32,3359,10000,9986
5588,6,32,2335,20000,19984
5588,6,32,3359,10000,9985
5589,4,32,3359,20000,19976
5589,5,32,3359,20000,19973
5589,6,32,3359,20000,19972
5595,4,32,3359,20000,19976
5595,5,32,3359,20000,19969
5595,6,32,3359,20000,19976
5601,4,32,3359,20000,19974
5601,5,32,3359,20000,19972
5601,6,32,3359,20000,19970
5613,4,32,3359,20000,19970
5613,5,32,3359,20000,19976
5613,6,32,3359,20000,19979
5615,4,32,2335,20000,19993
5615,5,32,2335,20000,19993
5615,6,32,2335,20000,19986
5625,4,32,3359,20000,19977
5625,5,32,3359,20000,19983
5625,6,32,3359,20000,19974
5635,4,32,3359,20000,19974
5635,5,32,3359,20000,19971
5635,6,32,3359,20000,19971
5638,4,32,3359,20000,19968
5638,5,32,3359,20000,19970
5638,6,32,3359,20000,19973
5643,4,32,2335,20000,19992
5643,5,32,2335,20000,19985
5643,6,32,2335,20000,19984
5646,4,32,2335,10000,9997
5646,5,32,2335,10000,9991
5646,6,32,2335,10000,9994
5650,4,32,3359,20000,19978
5650,5,32,3359,20000,19963
5650,6,32,3359,20000,19975
5651,4,32,4096,100000,99811
5651,5,32,4096,100000,0
5651,6,32,4096,100000,0
5652,4,32,2048,110000,109943
5652,5,32,2048,110000,109950
5652,6,32,2048,10000,9995
5662,4,32,3359,20000,19981
5662,5,32,3359,20000,19975
5662,6,32,3359,20000,19968
5671,4,32,2335,20000,19986
5671,5,32,2335,20000,19988
5671,6,32,2335,20000,19982
5674,4,32,3359,20000,19975
5674,5,32,3359,20000,19968
5674,6,32,3359,20000,19981
5675,4,32,2048,100000,99958
5675,5,32,2048,200000,199911
5675,6,32,2048,200000,199898
5676,4,32,3359,20000,19970
5676,5,32,3359,20000,19970
5676,6,32,3359,20000,19970
5686,4,32,3359,20000,19970
5686,5,32,3359,20000,19980
5686,6,32,3359,20000,19977
5698,4,32,4096,110000,109791
5698,5,32,4096,10000,0
5698,6,32,4096,110000,0
5699,4,32,2335,20000,19983
5699,4,32,3359,20000,19974
5699,5,32,2335,20000,19990
5699,5,32,3359,20000,19980
5699,6,32,2335,20000,19991
5699,6,32,3359,20000,19979
5711,4,32,3359,20000,19976
5711,5,32,3359,20000,19984
5711,6,32,3359,20000,19982
5716,4,32,3359,20000,19965
5716,5,32,3359,20000,19982
5716,6,32,3359,20000,19972
5727,4,32,2335,20000,19985
5727,5,32,2335,20000,19983
5727,6,32,2335,20000,19990
5735,4,32,2048,10000,9999
5735,5,32,2048,10000,9995
5735,6,32,2048,10000,9991
5737,4,32,3359,10000,9987
5737,5,32,3359,10000,9991
5737,6,32,3359,10000,9989
5749,4,32,2335,10000,9998
5749,5,32,2335,10000,9992
5749,6,32,2335,10000,9996
5755,4,32,2335,20000,19993
5755,5,32,2335,20000,19990
5755,6,32,2335,20000,19986
5756,4,32,3359,20000,19969
5756,5,32,3359,20000,19981
5756,6,32,3359,20000,19971
5759,5,32,4096,100000,477
5766,4,32,2048,200000,199910
5766,5,32,2048,200000,199914
5766,6,32,2048,200000,199906
5782,4,32,2335,20000,19981
5782,5,32,2335,20000,19986
5782,6,32,2335,20000,19986
5796,4,32,3359,20000,19964
5796,5,32,3359,20000,19962
5796,6,32,3359,20000,19974
5798,5,32,4096,100000,6141
5810,4,32,2335,20000,19980
5810,5,32,2335,20000,19988
5810,6,32,2335,20000,19992
5835,4,32,4096,200000,199596
5835,5,32,4096,200000,60612
5835,6,32,4096,100000,0
5836,4,32,3359,20000,19985
5836,5,32,3359,20000,19984
5836,6,32,3359,20000,19975
5838,4,32,2335,20000,19979
5838,5,32,2335,20000,19982
5838,6,32,2335,20000,19984
5853,4,32,2335,10000,9990
5853,5,32,2335,10000,9995
5853,6,32,2335,10000,9996
5858,4,32,2048,200000,199894
5858,5,32,2048,100000,99947
5858,6,32,2048,200000,199892
5863,4,32,4096,110000,109794
5863,5,32,4096,10000,5513
5863,6,32,4096,10000,0
5876,4,32,3359,20000,19973
5876,5,32,3359,20000,19981
5876,6,32,3359,20000,19976
5887,4,32,3359,10000,9989
5887,5,32,3359,10000,9989
5887,6,32,3359,10000,9987
5896,4,32,4832,10000,0
5896,5,32,4832,10000,0
5896,6,32,4832,10000,0
5916,4,32,3359,20000,19970
5916,5,32,3359,20000,19981
5916,6,32,3359,20000,19976
5934,5,32,4096,100000,96515
5950,4,32,2048,200000,199900
5950,5,32,2048,200000,199893
5950,6,32,2048,100000,99951
5956,4,32,3359,20000,19978
5956,5,32,3359,20000,19975
5956,6,32,3359,20000,19977
5957,4,32,2335,10000,9993
5957,5,32,2335,10000,9995
5957,6,32,2335,10000,9990
