m,k,log_n,N,reps,n_success
8,4,28,12,100000,0
8,4,28,13,100000,0
8,4,28,14,100000,0
8,4,28,15,100000,0
8,4,28,16,100000,0
8,4,28,17,100000,0
8,4,28,18,100000,0
8,4,28,19,100000,0
8,4,29,1,100000,100000
8,4,29,2,100000,93704
8,4,29,3,100000,81810
8,4,29,4,100000,61410
8,4,29,5,100000,26339
8,4,29,6,100000,0
8,4,29,7,100000,0
8,4,29,8,100000,0
8,4,29,9,100000,0
8,4,29,10,100000,0
8,4,29,11,100000,0
8,4,29,12,100000,0
8,4,29,13,100000,0
8,4,29,14,100000,0
8,4,29,15,100000,0
8,4,29,16,100000,0
8,4,29,17,100000,0
8,4,29,18,100000,0
8,4,29,19,100000,0
8,4,30,1,100000,100000
8,4,30,2,100000,93603
8,4,30,3,100000,82150
8,4,30,4,100000,61507
8,4,30,5,100000,26134
8,4,30,6,100000,0
8,4,30,7,100000,0
8,4,30,8,100000,0
8,4,30,9,100000,0
8,4,30,10,100000,0
8,4,30,11,100000,0
8,4,30,12,100000,0
8,4,30,13,100000,0
8,4,30,14,100000,0
8,4,30,15,100000,0
8,4,30,16,100000,0
8,4,30,17,100000,0
8,4,30,18,100000,0
8,4,30,19,100000,0
8,4,31,1,100000,100000
8,4,31,2,100000,93837
8,4,31,3,100000,82080
8,4,31,4,100000,61440
8,4,31,5,100000,26186
8,4,31,6,100000,0
8,4,31,7,100000,0
8,4,31,8,100000,0
8,4,31,9,100000,0
8,4,31,10,100000,0
8,4,31,11,100000,0
8,4,31,12,100000,0
8,4,31,13,100000,0
8,4,31,14,100000,0
8,4,31,15,100000,0
8,4,31,16,100000,0
8,4,31,17,100000,0
8,4,31,18,100000,0
8,4,31,19,100000,0
8,4,32,1,100000,100000
8,4,32,2,100000,93675
8,4,32,3,100000,81930
8,4,32,4,100000,61369
8,4,32,5,100000,26370
8,4,32,6,100000,0
8,4,32,7,100000,0
8,4,32,8,100000,0
8,4,32,9,100000,0
8,4,32,10,100000,0
8,4,32,11,100000,0
8,4,32,12,100000,0
8,4,32,13,100000,0
8,4,32,14,100000,0
8,4,32,15,100000,0
8,4,32,16,100000,0
8,4,32,17,100000,0
8,4,32,18,100000,0
8,4,32,19,100000,0
8,5,3,1,100000,100000
8,5,3,2,100000,0
8,5,3,3,100000,0
8,5,3,4,100000,0
8,5,3,5,100000,0
8,5,3,6,100000,0
8,5,3,7,100000,0
8,5,3,8,100000,0
8,5,3,9,100000,0
8,5,3,10,100000,0
8,5,3,11,100000,0
8,5,3,12,100000,0
8,5,3,13,100000,0
8,5,3,14,100000,0
8,5,3,15,100000,0
8,5,3,16,100000,0
8,5,3,17,100000,0
8,5,3,18,100000,0
8,5,3,19,100000,0
8,5,4,1,100000,100000
8,5,4,2,100000,0
8,5,4,3,100000,0
8,5,4,4,100000,0
8,5,4,5,100000,0
8,5,4,6,100000,0
8,5,4,7,100000,0
8,5,4,8,100000,0
8,5,4,9,100000,0
8,5,4,10,100000,0
8,5,4,11,100000,0
8,5,4,12,100000,0
8,5,4,13,100000,0
8,5,4,14,100000,0
8,5,4,15,100000,0
8,5,4,16,100000,0
8,5,4,17,100000,0
8,5,4,18,100000,0
8,5,4,19,100000,0
8,5,5,1,100000,100000
8,5,5,2,100000,0
8,5,5,3,100000,0
8,5,5,4,100000,0
8,5,5,5,100000,0
8,5,5,6,100000,0
8,5,5,7,100000,0
8,5,5,8,100000,0
8,5,5,9,100000,0
8,5,5,10,100000,0
8,5,5,11,100000,0
8,5,5,12,100000,0
8,5,5,13,100000,0
8,5,5,14,100000,0
8,5,5,15,100000,0
8,5,5,16,100000,0
8,5,5,17,100000,0
8,5,5,18,100000,0
8,5,5,19,100000,0
8,5,6,1,100000,100000
8,5,6,2,100000,0
8,5,6,3,100000,0
8,5,6,4,100000,0
8,5,6,5,100000,0
8,5,6,6,100000,0
8,5,6,7,100000,0
8,5,6,8,100000,0
8,5,6,9,100000,0
8,5,6,10,100000,0
8,5,6,11,100000,0
8,5,6,12,100000,0
8,5,6,13,100000,0
8,5,6,14,100000,0
8,5,6,15,100000,0
8,5,6,16,100000,0
8,5,6,17,100000,0
8,5,6,18,100000,0
8,5,6,19,100000,0
8,5,7,1,100000,100000
8,5,7,2,100000,0
8,5,7,3,100000,0
8,5,7,4,100000,0
8,5,7,5,100000,0
8,5,7,6,100000,0
8,5,7,7,100000,0
8,5,7,8,100000,0
8,5,7,9,100000,0
8,5,7,10,100000,0
8,5,7,11,100000,0
8,5,7,12,100000,0
8,5,7,13,100000,0
8,5,7,14,100000,0
8,5,7,15,100000,0
8,5,7,16,100000,0
8,5,7,17,100000,0
8,5,7,18,100000,0
8,5,7,19,100000,0
8,5,8,1,100000,100000
8,5,8,2,100000,0
8,5,8,3,100000,0
8,5,8,4,100000,0
8,5,8,5,100000,0
8,5,8,6,100000,0
8,5,8,7,100000,0
8,5,8,8,100000,0
8,5,8,9,100000,0
8,5,8,10,100000,0
8,5,8,11,100000,0
8,5,8,12,100000,0
8,5,8,13,100000,0
8,5,8,14,100000,0
8,5,8,15,100000,0
8,5,8,16,100000,0
8,5,8,17,100000,0
8,5,8,18,100000,0
8,5,8,19,100000,0
8,5,9,1,100000,100000
8,5,9,2,100000,0
8,5,9,3,100000,0
8,5,9,4,100000,0
8,5,9,5,100000,0
8,5,9,6,100000,0
8,5,9,7,100000,0
8,5,9,8,100000,0
8,5,9,9,100000,0
8,5,9,10,100000,0
8,5,9,11,100000,0
8,5,9,12,100000,0
8,5,9,13,100000,0
8,5,9,14,100000,0
8,5,9,15,100000,0
8,5,9,16,100000,0
8,5,9,17,100000,0
8,5,9,18,100000,0
8,5,9,19,100000,0
8,5,10,1,100000,100000
8,5,10,2,100000,0
8,5,10,3,100000,0
8,5,10,4,100000,0
8,5,10,5,100000,0
8,5,10,6,100000,0
8,5,10,7,100000,0
8,5,10,8,100000,0
8,5,10,9,100000,0
8,5,10,10,100000,0
8,5,10,11,100000,0
8,5,10,12,100000,0
8,5,10,13,100000,0
8,5,10,14,100000,0
8,5,10,15,100000,0
8,5,10,16,100000,0
8,5,10,17,100000,0
8,5,10,18,100000,0
8,5,10,19,100000,0
8,5,11,1,100000,100000
8,5,11,2,100000,0
8,5,11,3,100000,0
8,5,11,4,100000,0
8,5,11,5,100000,0
8,5,11,6,100000,0
8,5,11,7,100000,0
8,5,11,8,100000,0
8,5,11,9,100000,0
8,5,11,10,100000,0
8,5,11,11,100000,0
8,5,11,12,100000,0
8,5,11,13,100000,0
8,5,11,14,100000,0
8,5,11,15,100000,0
8,5,11,16,100000,0
8,5,11,17,100000,0
8,5,11,18,100000,0
8,5,11,19,100000,0
8,5,12,1,100000,100000
8,5,12,2,100000,0
8,5,12,3,100000,0
8,5,12,4,100000,0
8,5,12,5,100000,0
8,5,12,6,100000,0
8,5,12,7,100000,0
8,5,12,8,100000,0
8,5,12,9,100000,0
8,5,12,10,100000,0
8,5,12,11,100000,0
8,5,12,12,100000,0
8,5,12,13,100000,0
8,5,12,14,100000,0
8,5,12,15,100000,0
8,5,12,16,100000,0
8,5,12,17,100000,0
8,5,12,18,100000,0
8,5,12,19,100000,0
8,5,13,1,100000,100000
8,5,13,2,100000,0
8,5,13,3,100000,0
8,5,13,4,100000,0
8,5,13,5,100000,0
8,5,13,6,100000,0
8,5,13,7,100000,0
8,5,13,8,100000,0
8,5,13,9,100000,0
8,5,13,10,100000,0
8,5,13,11,100000,0
8,5,13,12,100000,0
8,5,13,13,100000,0
8,5,13,14,100000,0
8,5,13,15,100000,0
8,5,13,16,100000,0
8,5,13,17,100000,0
8,5,13,18,100000,0
8,5,13,19,100000,0
8,5,14,1,100000,100000
8,5,14,2,100000,0
8,5,14,3,100000,0
8,5,14,4,100000,0
8,5,14,5,100000,0
8,5,14,6,100000,0
8,5,14,7,100000,0
8,5,14,8,100000,0
8,5,14,9,100000,0
8,5,14,10,100000,0
8,5,14,11,100000,0
8,5,14,12,100000,0
8,5,14,13,100000,0
8,5,14,14,100000,0
8,5,14,15,100000,0
8,5,14,16,100000,0
8,5,14,17,100000,0
8,5,14,18,100000,0
8,5,14,19,100000,0
8,5,15,1,100000,100000
8,5,15,2,100000,0
8,5,15,3,100000,0
8,5,15,4,100000,0
8,5,15,5,100000,0
8,5,15,6,100000,0
8,5,15,7,100000,0
8,5,15,8,100000,0
8,5,15,9,100000,0
8,5,15,10,100000,0
8,5,15,11,100000,0
8,5,15,12,100000,0
8,5,15,13,100000,0
8,5,15,14,100000,0
8,5,15,15,100000,0
8,5,15,16,100000,0
8,5,15,17,100000,0
8,5,15,18,100000,0
8,5,15,19,100000,0
8,5,16,1,100000,100000
8,5,16,2,100000,0
8,5,16,3,100000,0
8,5,16,4,100000,0
8,5,16,5,100000,0
8,5,16,6,100000,0
8,5,16,7,100000,0
8,5,16,8,100000,0
8,5,16,9,100000,0
8,5,16,10,100000,0
8,5,16,11,100000,0
8,5,16,12,100000,0
8,5,16,13,100000,0
8,5,16,14,100000,0
8,5,16,15,100000,0
8,5,16,16,100000,0
8,5,16,17,100000,0
8,5,16,18,100000,0
8,5,16,19,100000,0
8,5,17,1,100000,100000
8,5,17,2,100000,0
8,5,17,3,100000,0
8,5,17,4,100000,0
8,5,17,5,100000,0
8,5,17,6,100000,0
8,5,17,7,100000,0
8,5,17,8,100000,0
8,5,17,9,100000,0
8,5,17,10,100000,0
8,5,17,11,100000,0
8,5,17,12,100000,0
8,5,17,13,100000,0
8,5,17,14,100000,0
8,5,17,15,100000,0
8,5,17,16,100000,0
8,5,17,17,100000,0
8,5,17,18,100000,0
8,5,17,19,100000,0
8,5,18,1,100000,100000
8,5,18,2,100000,0
8,5,18,3,100000,0
8,5,18,4,100000,0
8,5,18,5,100000,0
8,5,18,6,100000,0
8,5,18,7,100000,0
8,5,18,8,100000,0
8,5,18,9,100000,0
8,5,18,10,100000,0
8,5,18,11,100000,0
8,5,18,12,100000,0
8,5,18,13,100000,0
8,5,18,14,100000,0
8,5,18,15,100000,0
8,5,18,16,100000,0
8,5,18,17,100000,0
8,5,18,18,100000,0
8,5,18,19,100000,0
8,5,19,1,100000,100000
8,5,19,2,100000,0
8,5,19,3,100000,0
8,5,19,4,100000,0
8,5,19,5,100000,0
8,5,19,6,100000,0
8,5,19,7,100000,0
8,5,19,8,100000,0
8,5,19,9,100000,0
8,5,19,10,100000,0
8,5,19,11,100000,0
8,5,19,12,100000,0
8,5,19,13,100000,0
8,5,19,14,100000,0
8,5,19,15,100000,0
8,5,19,16,100000,0
8,5,19,17,100000,0
8,5,19,18,100000,0
8,5,19,19,100000,0
8,5,20,1,100000,100000
8,5,20,2,100000,0
8,5,20,3,100000,0
8,5,20,4,100000,0
8,5,20,5,100000,0
8,5,20,6,100000,0
8,5,20,7,100000,0
8,5,20,8,100000,0
8,5,20,9,100000,0
8,5,20,10,100000,0
8,5,20,11,100000,0
8,5,20,12,100000,0
8,5,20,13,100000,0
8,5,20,14,100000,0
8,5,20,15,100000,0
8,5,20,16,100000,0
8,5,20,17,100000,0
8,5,20,18,100000,0
8,5,20,19,100000,0
8,5,21,1,100000,100000
8,5,21,2,100000,0
8,5,21,3,100000,0
8,5,21,4,100000,0
8,5,21,5,100000,0
8,5,21,6,100000,0
8,5,21,7,100000,0
8,5,21,8,100000,0
8,5,21,9,100000,0
8,5,21,10,100000,0
8,5,21,11,100000,0
8,5,21,12,100000,0
8,5,21,13,100000,0
8,5,21,14,100000,0
8,5,21,15,100000,0
8,5,21,16,100000,0
8,5,21,17,100000,0
8,5,21,18,100000,0
8,5,21,19,100000,0
8,5,22,1,100000,100000
8,5,22,2,100000,0
8,5,22,3,100000,0
8,5,22,4,100000,0
8,5,22,5,100000,0
8,5,22,6,100000,0
8,5,22,7,100000,0
8,5,22,8,100000,0
8,5,22,9,100000,0
8,5,22,10,100000,0
8,5,22,11,100000,0
8,5,22,12,100000,0
8,5,22,13,100000,0
8,5,22,14,100000,0
8,5,22,15,100000,0
8,5,22,16,100000,0
8,5,22,17,100000,0
8,5,22,18,100000,0
8,5,22,19,100000,0
8,5,23,1,100000,100000
8,5,23,2,100000,0
8,5,23,3,100000,0
8,5,23,4,100000,0
8,5,23,5,100000,0
8,5,23,6,100000,0
8,5,23,7,100000,0
8,5,23,8,100000,0
8,5,23,9,100000,0
8,5,23,10,100000,0
8,5,23,11,100000,0
8,5,23,12,100000,0
8,5,23,13,100000,0
8,5,23,14,100000,0
8,5,23,15,100000,0
8,5,23,16,100000,0
8,5,23,17,100000,0
8,5,23,18,100000,0
8,5,23,19,100000,0
8,5,24,1,100000,100000
8,5,24,2,100000,0
8,5,24,3,100000,0
8,5,24,4,100000,0
8,5,24,5,100000,0
8,5,24,6,100000,0
8,5,24,7,100000,0
8,5,24,8,100000,0
8,5,24,9,100000,0
8,5,24,10,100000,0
8,5,24,11,100000,0
8,5,24,12,100000,0
8,5,24,13,100000,0
8,5,24,14,100000,0
8,5,24,15,100000,0
8,5,24,16,100000,0
8,5,24,17,100000,0
8,5,24,18,100000,0
8,5,24,19,100000,0
8,5,25,1,100000,100000
8,5,25,2,100000,0
8,5,25,3,100000,0
8,5,25,4,100000,0
8,5,25,5,100000,0
8,5,25,6,100000,0
8,5,25,7,100000,0
8,5,25,8,100000,0
8,5,25,9,100000,0
8,5,25,10,100000,0
8,5,25,11,100000,0
8,5,25,12,100000,0
8,5,25,13,100000,0
8,5,25,14,100000,0
8,5,25,15,100000,0
8,5,25,16,100000,0
8,5,25,17,100000,0
8,5,25,18,100000,0
8,5,25,19,100000,0
8,5,26,1,100000,100000
8,5,26,2,100000,0
8,5,26,3,100000,0
8,5,26,4,100000,0
8,5,26,5,100000,0
8,5,26,6,100000,0
8,5,26,7,100000,0
8,5,26,8,100000,0
8,5,26,9,100000,0
8,5,26,10,100000,0
8,5,26,11,100000,0
8,5,26,12,100000,0
8,5,26,13,100000,0
8,5,26,14,100000,0
8,5,26,15,100000,0
8,5,26,16,100000,0
8,5,26,17,100000,0
8,5,26,18,100000,0
8,5,26,19,100000,0
8,5,27,1,100000,100000
8,5,27,2,100000,0
8,5,27,3,100000,0
8,5,27,4,100000,0
8,5,27,5,100000,0
8,5,27,6,100000,0
8,5,27,7,100000,0
8,5,27,8,100000,0
8,5,27,9,100000,0
8,5,27,10,100000,0
8,5,27,11,100000,0
8,5,27,12,100000,0
8,5,27,13,100000,0
8,5,27,14,100000,0
8,5,27,15,100000,0
8,5,27,16,100000,0
8,5,27,17,100000,0
8,5,27,18,100000,0
8,5,27,19,100000,0
8,5,28,1,100000,100000
8,5,28,2,100000,0
8,5,28,3,100000,0
8,5,28,4,100000,0
8,5,28,5,100000,0
8,5,28,6,100000,0
8,5,28,7,100000,0
8,5,28,8,100000,0
8,5,28,9,100000,0
8,5,28,10,100000,0
8,5,28,11,100000,0
8,5,28,12,100000,0
8,5,28,13,100000,0
8,5,28,14,100000,0
8,5,28,15,100000,0
8,5,28,16,100000,0
8,5,28,17,100000,0
8,5,28,18,100000,0
8,5,28,19,100000,0
8,5,29,1,100000,100000
8,5,29,2,100000,0
8,5,29,3,100000,0
8,5,29,4,100000,0
8,5,29,5,100000,0
8,5,29,6,100000,0
8,5,29,7,100000,0
8,5,29,8,100000,0
8,5,29,9,100000,0
8,5,29,10,100000,0
8,5,29,11,100000,0
8,5,29,12,100000,0
8,5,29,13,100000,0
8,5,29,14,100000,0
8,5,29,15,100000,0
8,5,29,16,100000,0
8,5,29,17,100000,0
8,5,29,18,100000,0
8,5,29,19,100000,0
8,5,30,1,100000,100000
8,5,30,2,100000,0
8,5,30,3,100000,0
8,5,30,4,100000,0
8,5,30,5,100000,0
8,5,30,6,100000,0
8,5,30,7,100000,0
8,5,30,8,100000,0
8,5,30,9,100000,0
8,5,30,10,100000,0
8,5,30,11,100000,0
8,5,30,12,100000,0
8,5,30,13,100000,0
8,5,30,14,100000,0
8,5,30,15,100000,0
8,5,30,16,100000,0
8,5,30,17,100000,0
8,5,30,18,100000,0
8,5,30,19,100000,0
8,5,31,1,100000,100000
8,5,31,2,100000,0
8,5,31,3,100000,0
8,5,31,4,100000,0
8,5,31,5,100000,0
8,5,31,6,100000,0
8,5,31,7,100000,0
8,5,31,8,100000,0
8,5,31,9,100000,0
8,5,31,10,100000,0
8,5,31,11,100000,0
8,5,31,12,100000,0
8,5,31,13,100000,0
8,5,31,14,100000,0
8,5,31,15,100000,0
8,5,31,16,100000,0
8,5,31,17,100000,0
8,5,31,18,100000,0
8,5,31,19,100000,0
8,5,32,1,100000,100000
8,5,32,2,100000,0
8,5,32,3,100000,0
8,5,32,4,100000,0
8,5,32,5,100000,0
8,5,32,6,100000,0
8,5,32,7,100000,0
8,5,32,8,100000,0
8,5,32,9,100000,0
8,5,32,10,100000,0
8,5,32,11,100000,0
8,5,32,12,100000,0
8,5,32,13,100000,0
8,5,32,14,100000,0
8,5,32,15,100000,0
8,5,32,16,100000,0
8,5,32,17,100000,0
8,5,32,18,100000,0
8,5,32,19,100000,0
8,6,3,1,100000,100000
8,6,3,2,100000,0
8,6,3,3,100000,0
8,6,3,4,100000,0
8,6,3,5,100000,0
8,6,3,6,100000,0
8,6,3,7,100000,0
8,6,3,8,100000,0
8,6,3,9,100000,0
8,6,3,10,100000,0
8,6,3,11,100000,0
8,6,3,12,100000,0
8,6,3,13,100000,0
8,6,3,14,100000,0
8,6,3,15,100000,0
8,6,3,16,100000,0
8,6,3,17,100000,0
8,6,3,18,100000,0
8,6,3,19,100000,0
8,6,4,1,100000,100000
8,6,4,2,100000,0
8,6,4,3,100000,0
8,6,4,4,100000,0
8,6,4,5,100000,0
8,6,4,6,100000,0
8,6,4,7,100000,0
8,6,4,8,100000,0
8,6,4,9,100000,0
8,6,4,10,100000,0
8,6,4,11,100000,0
8,6,4,12,100000,0
8,6,4,13,100000,0
8,6,4,14,100000,0
8,6,4,15,100000,0
8,6,4,16,100000,0
8,6,4,17,100000,0
8,6,4,18,100000,0
8,6,4,19,100000,0
8,6,5,1,100000,100000
8,6,5,2,100000,0
8,6,5,3,100000,0
8,6,5,4,100000,0
8,6,5,5,100000,0
8,6,5,6,100000,0
8,6,5,7,100000,0
8,6,5,8,100000,0
8,6,5,9,100000,0
8,6,5,10,100000,0
8,6,5,11,100000,0
8,6,5,12,100000,0
8,6,5,13,100000,0
8,6,5,14,100000,0
8,6,5,15,100000,0
8,6,5,16,100000,0
8,6,5,17,100000,0
8,6,5,18,100000,0
8,6,5,19,100000,0
8,6,6,1,100000,100000
8,6,6,2,100000,0
8,6,6,3,100000,0
8,6,6,4,100000,0
8,6,6,5,100000,0
8,6,6,6,100000,0
8,6,6,7,100000,0
8,6,6,8,100000,0
8,6,6,9,100000,0
8,6,6,10,100000,0
8,6,6,11,100000,0
8,6,6,12,100000,0
8,6,6,13,100000,0
8,6,6,14,100000,0
8,6,6,15,100000,0
8,6,6,16,100000,0
8,6,6,17,100000,0
8,6,6,18,100000,0
8,6,6,19,100000,0
8,6,7,1,100000,100000
8,6,7,2,100000,0
8,6,7,3,100000,0
8,6,7,4,100000,0
8,6,7,5,100000,0
8,6,7,6,100000,0
8,6,7,7,100000,0
8,6,7,8,100000,0
8,6,7,9,100000,0
8,6,7,10,100000,0
8,6,7,11,100000,0
8,6,7,12,100000,0
8,6,7,13,100000,0
8,6,7,14,100000,0
8,6,7,15,100000,0
8,6,7,16,100000,0
8,6,7,17,100000,0
8,6,7,18,100000,0
8,6,7,19,100000,0
8,6,8,1,100000,100000
8,6,8,2,100000,0
8,6,8,3,100000,0
8,6,8,4,100000,0
8,6,8,5,100000,0
8,6,8,6,100000,0
8,6,8,7,100000,0
8,6,8,8,100000,0
8,6,8,9,100000,0
8,6,8,10,100000,0
8,6,8,11,100000,0
8,6,8,12,100000,0
8,6,8,13,100000,0
8,6,8,14,100000,0
8,6,8,15,100000,0
8,6,8,16,100000,0
8,6,8,17,100000,0
8,6,8,18,100000,0
8,6,8,19,100000,0
8,6,9,1,100000,100000
8,6,9,2,100000,0
8,6,9,3,100000,0
8,6,9,4,100000,0
8,6,9,5,100000,0
8,6,9,6,100000,0
8,6,9,7,100000,0
8,6,9,8,100000,0
8,6,9,9,100000,0
8,6,9,10,100000,0
8,6,9,11,100000,0
8,6,9,12,100000,0
8,6,9,13,100000,0
8,6,9,14,100000,0
8,6,9,15,100000,0
8,6,9,16,100000,0
8,6,9,17,100000,0
8,6,9,18,100000,0
8,6,9,19,100000,0
8,6,10,1,100000,100000
8,6,10,2,100000,0
8,6,10,3,100000,0
8,6,10,4,100000,0
8,6,10,5,100000,0
8,6,10,6,100000,0
8,6,10,7,100000,0
8,6,10,8,100000,0
8,6,10,9,100000,0
8,6,10,10,100000,0
8,6,10,11,100000,0
8,6,10,12,100000,0
8,6,10,13,100000,0
8,6,10,14,100000,0
8,6,10,15,100000,0
8,6,10,16,100000,0
8,6,10,17,100000,0
8,6,10,18,100000,0
8,6,10,19,100000,0
8,6,11,1,100000,100000
8,6,11,2,100000,0
8,6,11,3,100000,0
8,6,11,4,100000,0
8,6,11,5,100000,0
8,6,11,6,100000,0
8,6,11,7,100000,0
8,6,11,8,100000,0
8,6,11,9,100000,0
8,6,11,10,100000,0
8,6,11,11,100000,0
8,6,11,12,100000,0
8,6,11,13,100000,0
8,6,11,14,100000,0
8,6,11,15,100000,0
8,6,11,16,100000,0
8,6,11,17,100000,0
8,6,11,18,100000,0
8,6,11,19,100000,0
8,6,12,1,100000,100000
8,6,12,2,100000,0
8,6,12,3,100000,0
8,6,12,4,100000,0
8,6,12,5,100000,0
8,6,12,6,100000,0
8,6,12,7,100000,0
8,6,12,8,100000,0
8,6,12,9,100000,0
8,6,12,10,100000,0
8,6,12,11,100000,0
8,6,12,12,100000,0
8,6,12,13,100000,0
8,6,12,14,100000,0
8,6,12,15,100000,0
8,6,12,16,100000,0
8,6,12,17,100000,0
8,6,12,18,100000,0
8,6,12,19,100000,0
8,6,13,1,100000,100000
8,6,13,2,100000,0
8,6,13,3,100000,0
8,6,13,4,100000,0
8,6,13,5,100000,0
8,6,13,6,100000,0
8,6,13,7,100000,0
8,6,13,8,100000,0
8,6,13,9,100000,0
8,6,13,10,100000,0
8,6,13,11,100000,0
8,6,13,12,100000,0
8,6,13,13,100000,0
8,6,13,14,100000,0
8,6,13,15,100000,0
8,6,13,16,100000,0
8,6,13,17,100000,0
8,6,13,18,100000,0
8,6,13,19,100000,0
8,6,14,1,100000,100000
8,6,14,2,100000,0
8,6,14,3,100000,0
8,6,14,4,100000,0
8,6,14,5,100000,0
8,6,14,6,100000,0
8,6,14,7,100000,0
8,6,14,8,100000,0
8,6,14,9,100000,0
8,6,14,10,100000,0
8,6,14,11,100000,0
8,6,14,12,100000,0
8,6,14,13,100000,0
8,6,14,14,100000,0
8,6,14,15,100000,0
8,6,14,16,100000,0
8,6,14,17,100000,0
8,6,14,18,100000,0
8,6,14,19,100000,0
8,6,15,1,100000,100000
8,6,15,2,100000,0
8,6,15,3,100000,0
8,6,15,4,100000,0
8,6,15,5,100000,0
8,6,15,6,100000,0
8,6,15,7,100000,0
8,6,15,8,100000,0
8,6,15,9,100000,0
8,6,15,10,100000,0
8,6,15,11,100000,0
8,6,15,12,100000,0
8,6,15,13,100000,0
8,6,15,14,100000,0
8,6,15,15,100000,0
8,6,15,16,100000,0
8,6,15,17,100000,0
8,6,15,18,100000,0
8,6,15,19,100000,0
8,6,16,1,100000,100000
8,6,16,2,100000,0
8,6,16,3,100000,0
8,6,16,4,100000,0
8,6,16,5,100000,0
8,6,16,6,100000,0
8,6,16,7,100000,0
8,6,16,8,100000,0
8,6,16,9,100000,0
8,6,16,10,100000,0
8,6,16,11,100000,0
8,6,16,12,100000,0
8,6,16,13,100000,0
8,6,16,14,100000,0
8,6,16,15,100000,0
8,6,16,16,100000,0
8,6,16,17,100000,0
8,6,16,18,100000,0
8,6,16,19,100000,0
8,6,17,1,100000,100000
8,6,17,2,100000,0
8,6,17,3,100000,0
8,6,17,4,100000,0
8,6,17,5,100000,0
8,6,17,6,100000,0
8,6,17,7,100000,0
8,6,17,8,100000,0
8,6,17,9,100000,0
8,6,17,10,100000,0
8,6,17,11,100000,0
8,6,17,12,100000,0
8,6,17,13,100000,0
8,6,17,14,100000,0
8,6,17,15,100000,0
8,6,17,16,100000,0
8,6,17,17,100000,0
8,6,17,18,100000,0
8,6,17,19,100000,0
8,6,18,1,100000,100000
8,6,18,2,100000,0
8,6,18,3,100000,0
8,6,18,4,100000,0
8,6,18,5,100000,0
8,6,18,6,100000,0
8,6,18,7,100000,0
8,6,18,8,100000,0
8,6,18,9,100000,0
8,6,18,10,100000,0
8,6,18,11,100000,0
8,6,18,12,100000,0
8,6,18,13,100000,0
8,6,18,14,100000,0
8,6,18,15,100000,0
8,6,18,16,100000,0
8,6,18,17,100000,0
8,6,18,18,100000,0
8,6,18,19,100000,0
8,6,19,1,100000,100000
8,6,19,2,100000,0
8,6,19,3,100000,0
8,6,19,4,100000,0
8,6,19,5,100000,0
8,6,19,6,100000,0
8,6,19,7,100000,0
8,6,19,8,100000,0
8,6,19,9,100000,0
8,6,19,10,100000,0
8,6,19,11,100000,0
8,6,19,12,100000,0
8,6,19,13,100000,0
8,6,19,14,100000,0
8,6,19,15,100000,0
8,6,19,16,100000,0
8,6,19,17,100000,0
8,6,19,18,100000,0
8,6,19,19,100000,0
8,6,20,1,100000,100000
8,6,20,2,100000,0
8,6,20,3,100000,0
8,6,20,4,100000,0
8,6,20,5,100000,0
8,6,20,6,100000,0
8,6,20,7,100000,0
8,6,20,8,100000,0
8,6,20,9,100000,0
8,6,20,10,100000,0
8,6,20,11,100000,0
8,6,20,12,100000,0
8,6,20,13,100000,0
8,6,20,14,100000,0
8,6,20,15,100000,0
8,6,20,16,100000,0
8,6,20,17,100000,0
8,6,20,18,100000,0
8,6,20,19,100000,0
8,6,21,1,100000,100000
8,6,21,2,100000,0
8,6,21,3,100000,0
8,6,21,4,100000,0
8,6,21,5,100000,0
8,6,21,6,100000,0
8,6,21,7,100000,0
8,6,21,8,100000,0
8,6,21,9,100000,0
8,6,21,10,100000,0
8,6,21,11,100000,0
8,6,21,12,100000,0
8,6,21,13,100000,0
8,6,21,14,100000,0
8,6,21,15,100000,0
8,6,21,16,100000,0
8,6,21,17,100000,0
8,6,21,18,100000,0
8,6,21,19,100000,0
8,6,22,1,100000,100000
8,6,22,2,100000,0
8,6,22,3,100000,0
8,6,22,4,100000,0
8,6,22,5,100000,0
8,6,22,6,100000,0
8,6,22,7,100000,0
8,6,22,8,100000,0
8,6,22,9,100000,0
8,6,22,10,100000,0
8,6,22,11,100000,0
8,6,22,12,100000,0
8,6,22,13,100000,0
8,6,22,14,100000,0
8,6,22,15,100000,0
8,6,22,16,100000,0
8,6,22,17,100000,0
8,6,22,18,100000,0
8,6,22,19,100000,0
8,6,23,1,100000,100000
8,6,23,2,100000,0
8,6,23,3,100000,0
8,6,23,4,100000,0
8,6,23,5,100000,0
8,6,23,6,100000,0
8,6,23,7,100000,0
8,6,23,8,100000,0
8,6,23,9,100000,0
8,6,23,10,100000,0
8,6,23,11,100000,0
8,6,23,12,100000,0
8,6,23,13,100000,0
8,6,23,14,100000,0
8,6,23,15,100000,0
8,6,23,16,100000,0
8,6,23,17,100000,0
8,6,23,18,100000,0
8,6,23,19,100000,0
8,6,24,1,100000,100000
8,6,24,2,100000,0
8,6,24,3,100000,0
8,6,24,4,100000,0
8,6,24,5,100000,0
8,6,24,6,100000,0
8,6,24,7,100000,0
8,6,24,8,100000,0
8,6,24,9,100000,0
8,6,24,10,100000,0
8,6,24,11,100000,0
8,6,24,12,100000,0
8,6,24,13,100000,0
8,6,24,14,100000,0
8,6,24,15,100000,0
8,6,24,16,100000,0
8,6,24,17,100000,0
