n,N,reps,n_fail
114,23,100000,90731
4329,29,100000,8966
7369080,98,100000,56
1438,13,100000,5178
183,66,100000,100000
49268,5,100000,20
94888137,82,100000,6
38318845,20,100000,0
28243,86,100000,12169
209,30,100000,88714
23501,65,100000,8444
982,27,100000,29987
51134293,14,100000,1
14546648,7,100000,0
7071528,4,100000,0
900,69,100000,93118
221776,65,100000,929
93328,37,100000,705
12084064,83,100000,28
1705941,11,100000,5
47944,21,100000,462
83851722,54,100000,1
483349241,11,100000,0
463,19,100000,31017
14249937,72,100000,18
3051,74,100000,59005
184,48,100000,99892
2087902676,50,100000,0
23731,62,100000,7525
31196,45,100000,3132
1177238,33,100000,47
162804,62,100000,1136
766,95,100000,99785
10,4,100000,49767
211963697,99,100000,1
1845059253,77,100000,0
162148013,19,100000,0
216,61,100000,99997
2619148535,44,100000,0
2576106,33,100000,19
120,10,100000,31839
20298,38,100000,3333
829305,16,100000,12
363676,68,100000,604
9,32,100000,100000
6927289,78,100000,46
22423980,6,100000,0
250966,42,100000,330
652,68,100000,97390
2367,61,100000,53855
21605,28,100000,1796
14307,76,100000,17868
3972,55,100000,31260
103458,61,100000,1809
1577,25,100000,17454
5987,94,100000,52058
1267,25,100000,21153
11407,31,100000,4002
132,27,100000,94315
3218548198,74,100000,0
36831,82,100000,8588
46,85,100000,100000
69938,74,100000,3841
507,10,100000,8614
203,44,100000,99336
465709,87,100000,774
9201,68,100000,21919
1332184,31,100000,30
3423812583,83,100000,0
144,16,100000,58007
3895,36,100000,14900
6348,64,100000,27140
1422,17,100000,9152
1073,49,100000,67055
55509,37,100000,1139
3353976342,17,100000,0
385310784,91,100000,1
645001739,28,100000,0
580,96,100000,99970
12385,10,100000,360
611,65,100000,97048
17153898,37,100000,3
143288619,85,100000,1
205,25,100000,78453
2003596541,18,100000,0
11643,38,100000,5849
21,8,100000,78337
2987,40,100000,23382
26550,86,100000,12898
1715,35,100000,29233
114,90,100000,100000
760607838,26,100000,0
94888137,13,100000,0
17,46,100000,100000
42642,99,100000,10833
2934,35,100000,18295
12385,58,100000,12406
3037832,25,100000,9
13674547,61,100000,17
2285,40,100000,29209
19015720,76,100000,19
220882579,39,100000,1
2011703,94,100000,197
1183,40,100000,48746
719,93,100000,99791
13175,52,100000,9456
6046,93,100000,50687
97,45,100000,100000
900,74,100000,95411
40927,81,100000,7628
33861990,96,100000,18
36118,33,100000,1448
23501,82,100000,13192
16534,8,100000,181
6411,63,100000,26341
121509934,54,100000,1
18230,67,100000,11484
14546648,27,100000,2
308400,47,100000,341
120,17,100000,69628
14142,17,100000,887
200062,31,100000,207
277083932,70,100000,2
31960,69,100000,7082
201,5,100000,5016
1356,18,100000,10894
61803,47,100000,1725
15796573,48,100000,8
1822,28,100000,19012
52199007,25,100000,0
26682,55,100000,5419
25,32,100000,100000
213,24,100000,73824
55528022,79,100000,4
3523,51,100000,30428
68235770,12,100000,1
2333,25,100000,11971
20101,54,100000,6958
43537,27,100000,781
13,58,100000,100000
88,31,100000,99751
11405,61,100000,14764
13449,42,100000,6199
28293,54,100000,4863
283997,89,100000,1356
12385,69,100000,17259
35286814,64,100000,7
3710,4,100000,159
73,51,100000,100000
15860,58,100000,9852
2085,92,100000,86974
69656570,47,100000,3
343,82,100000,99995
8678,34,100000,6099
4337,51,100000,25569
475406,33,100000,127
5299238,73,100000,44
21966593,78,100000,19
90,54,100000,100000
313553227,14,100000,0
188068,32,100000,268
22890890,7,100000,0
8547,20,100000,2198
33305,14,100000,272
232,34,100000,92312
304,16,100000,33458
2992,57,100000,41498
9474,66,100000,20575
5591,4,100000,97
439,3,100000,706
44265190,44,100000,2
49069572,63,100000,4
10945,45,100000,8678
15746,89,100000,21953
3746,65,100000,42567
84191,61,100000,2219
35767,65,100000,5717
295947,40,100000,245
2431,13,100000,3145
2934,30,100000,13983
12906,5,100000,88
2414,88,100000,79844
1860,71,100000,73930
27667,83,100000,11512
268,12,100000,22050
3567,71,100000,50562
13122391,43,100000,2
95272,98,100000,4824
516255,27,100000,63
448,26,100000,52341
18590,68,100000,11509
29,98,100000,100000
85944,43,100000,1040
26682,11,100000,194
776445157,92,100000,0
848,6,100000,1782
658431916,69,100000,1
19143,15,100000,511
117,15,100000,60675
355,63,100000,99760
2126,31,100000,19701
5409579,66,100000,31
60,69,100000,100000
936,21,100000,20181
11978,31,100000,3806
127135,15,100000,83
3299,72,100000,54039
411542,83,100000,813
572288,63,100000,364
963,99,100000,99449
45369,48,100000,2486
31182614,10,100000,0
2559,95,100000,82868
529,72,100000,99370
61803,31,100000,770
1501448461,80,100000,0
13733,64,100000,13657
27746,44,100000,3309
611,3,100000,460
3509245,60,100000,46
1664410218,25,100000,0
10863,29,100000,3588
584204,67,100000,369
411542,57,100000,400
46314,70,100000,5059
39824,4,100000,8
176,11,100000,27332
3364,73,100000,54477
184,16,100000,48799
2085,7,100000,1025
44341,41,100000,1865
245847,69,100000,930
33861990,12,100000,0
45186876,54,100000,5
3509245,9,100000,1
665,84,100000,99595
150,62,100000,100000
25164,26,100000,1297
87379985,89,100000,6
11643,65,100000,16322
732849,14,100000,12
2085,77,100000,75837
436,96,100000,99994
526,70,100000,99187
2321,9,100000,1537
65536,65,100000,3068
5660,34,100000,9343
454,47,100000,91528
386869,33,100000,143
5637200,92,100000,68
994284460,7,100000,0
1356,48,100000,57184
1603666,22,100000,13
4090,52,100000,27839
333550228,63,100000,0
80,39,100000,99997
99,52,100000,100000
2534,23,100000,9729
177,31,100000,93809
1002,69,100000,90813
35429,44,100000,2642
355,46,100000,95290
491,62,100000,98237
6537,15,100000,1522
4466,3,100000,69
58287,57,100000,2702
196,78,100000,100000
840,33,100000,46987
165524247,35,100000,2
49069572,11,100000,0
3050,91,100000,73996
22,18,100000,99998
19905,20,100000,945
1883476937,21,100000,0
1129703,24,100000,18
1978,44,100000,38122
60021,14,100000,140
973,19,100000,16328
97255,21,100000,260
142,48,100000,99986
24677,24,100000,1061
16373,20,100000,1091
16190,29,100000,2564
1770558742,14,100000,0
335,85,100000,99999
647611,33,100000,79
14705,10,100000,317
5777,23,100000,4334
26,53,100000,100000
4701,32,100000,9944
541,54,100000,93485
917,74,100000,95113
33171299,31,100000,4
246,85,100000,100000
963,73,100000,93957
177,67,100000,100000
65480520,17,100000,0
63,46,100000,100000
17025,13,100000,453
233,83,100000,100000
165524247,68,100000,0
9092,44,100000,10017
39824,92,100000,10108
2096350,98,100000,251
10047,27,100000,3384
16214,99,100000,25922
7369080,81,100000,50
5222,76,100000,42168
322,65,100000,99890
2963876216,13,100000,0
900563,75,100000,292
355,92,100000,100000
96863890,95,100000,3
677,17,100000,18452
4011,77,100000,51962
78824644,97,100000,6
16534,27,100000,2173
17223,51,100000,7066
2485,74,100000,66514
1044,21,100000,18414
3285564565,41,100000,0
12084064,24,100000,3
4981538,10,100000,0
7071528,18,100000,1
153,49,100000,99985
380,32,100000,73926
31811,41,100000,2496
9633035,11,100000,0
800,32,100000,46844
32626,15,100000,321
2045315276,55,100000,0
729895723,43,100000,0
1354442226,61,100000,0
14850,16,100000,767
85944,29,100000,473
11405,64,100000,16186
61205,26,100000,528
167,10,100000,23715
63090,39,100000,1143
156,3,100000,1866
28831,57,100000,5280
186,36,100000,97314
56,31,100000,99999
3367547,63,100000,57
2975868,57,100000,45
4121543458,66,100000,0
42477833,48,100000,4
1577,97,100000,95160
41410,30,100000,976
11407,87,100000,27699
751,61,100000,91929
1094,72,100000,90796
396,87,100000,99996
26550,79,100000,10877
5591,20,100000,3357
108,16,100000,69047
977944,18,100000,8
10721,13,100000,759
310,72,100000,99989
143868,61,100000,1307
103,38,100000,99958
129782,97,100000,3494
505725,86,100000,717
61805,20,100000,303
22,76,100000,100000
919315,68,100000,241
777,57,100000,87864
140933,56,100000,1055
37926,71,100000,6342
7138,15,100000,1465
1525,73,100000,82514
2126,24,100000,12171
314821,95,100000,1360
50344,68,100000,4431
584204,88,100000,648
1800,98,100000,93202
2431,98,100000,86136
52,91,100000,100000
48415,77,100000,5908
9833613,86,100000,25
3603,45,100000,23970
169654,81,100000,1948
6785992,29,100000,7
41779,34,100000,1297
3795420754,79,100000,0
67114,54,100000,2162
1126,51,100000,68500
38674,89,100000,9681
516255,83,100000,608
1247270151,96,100000,0
13600,28,100000,2848
156,98,100000,100000
497,32,100000,63930
50091295,12,100000,0
39116717,63,100000,8
10721,87,100000,29314
934675126,25,100000,0
26008,88,100000,13515
1872,37,100000,29805
3895,91,100000,65221
343,62,100000,99725
603,86,100000,99833
27746,51,100000,4410
83851722,53,100000,1
1452,59,100000,69834
483349241,19,100000,0
8512619,78,100000,28
99280,6,100000,10
2684502,31,100000,14
31811,93,100000,12676
51841,88,100000,7098
173187,71,100000,1415
30001,75,100000,8773
4329,52,100000,26548
17025,90,100000,20886
10288,74,100000,23145
9292,83,100000,30546
546966811,52,100000,1
333550228,43,100000,0
19015720,20,100000,0
24350767,21,100000,0
9292,28,100000,4023
99,5,100000,9745
454,21,100000,37477
24919,82,100000,12278
5754577,42,100000,15
188068,28,100000,197
445,95,100000,99998
47,65,100000,100000
48068690,82,100000,8
3972,87,100000,61329
20228457,6,100000,0
3972,16,100000,2984
439,34,100000,72888
1671144,94,100000,259
119,55,100000,100000
3088588424,26,100000,0
23462,25,100000,1233
24449,79,100000,11918
52410,43,100000,1640
860717692,93,100000,0
900,63,100000,89171
1852524,42,100000,56
325,27,100000,67077
717901,62,100000,265
150,49,100000,99994
140933,47,100000,761
735,42,100000,69608
1854,15,100000,5577
760607838,72,100000,1
44265190,48,100000,4
497,96,100000,99991
54970,35,100000,1109
942,68,100000,91617
24,22,100000,99999
98880783,5,100000,0
22822,8,100000,121
6955,85,100000,40243
755,42,100000,68802
514175061,64,100000,1
2822,12,100000,2227
8372,30,100000,4964
3820,39,100000,17607
3451,15,100000,3099
454,87,100000,99988
2276480,86,100000,131
28571,59,100000,5730
5191148,45,100000,22
204227,3,100000,3
65536,47,100000,1669
2695,30,100000,14864
227,71,100000,100000
27555772,14,100000,0
288742904,80,100000,1
15746,5,100000,58
20698,4,100000,25
179,36,100000,97756
10078,20,100000,1873
20698,59,100000,7964
41,24,100000,99985
1102200481,16,100000,0
16,69,100000,100000
94,5,100000,10359
3244,83,100000,64975
8168893,21,100000,3
10038368,66,100000,23
665,92,100000,99870
392,74,100000,99934
557,57,100000,94799
6647576,41,100000,15
581849869,79,100000,1
458,37,100000,77553
98880783,13,100000,0
73,30,100000,99909
158840645,37,100000,1
260,5,100000,3778
2061,19,100000,7917
52410,55,100000,2730
6348,63,100000,26379
52864,33,100000,995
848,18,100000,16365
203,92,100000,100000
900,26,100000,30347
94888137,87,100000,4
378978,45,100000,245
195191783,12,100000,0
1818,11,100000,3073
16,4,100000,33414
647611,75,100000,435
639,42,100000,74766
26443114,13,100000,0
919315,74,100000,284
13337,90,100000,26121
29420,37,100000,2306
256191,17,100000,52
2230046,65,100000,97
25411,12,100000,240
4877,79,100000,46895
271432191,21,100000,0
487,79,100000,99873
5001,53,100000,24180
11862,25,100000,2462
3235,77,100000,59638
3231571,30,100000,7
355,44,100000,93909
24,3,100000,12130
21605,76,100000,12536
119,59,100000,100000
2987,89,100000,73407
35,72,100000,100000
365,89,100000,99998
2586,96,100000,83315
603,93,100000,99942
19,56,100000,100000
321377,64,100000,596
313,64,100000,99905
65536,66,100000,3180
63643,65,100000,3279
47,15,100000,92017
156,6,100000,9228
473490263,99,100000,2
63090,28,100000,587
2140000,96,100000,211
19015720,82,100000,19
4212,24,100000,6276
66843950,63,100000,4
55509,85,100000,6360
961,21,100000,19794
48263,85,100000,7190
291,22,100000,55939
16872,64,100000,11300
6955,14,100000,1336
569981753,73,100000,0
1540,40,100000,40204
262,24,100000,66198
24857797,4,100000,0
6674,83,100000,39857
196,19,100000,59566
10346,82,100000,27342
1476774,95,100000,295
177,89,100000,100000
252,62,100000,99982
42477833,28,100000,2
7643,87,100000,38815
68,57,100000,100000
5814,75,100000,37981
5702,65,100000,30513
205,70,100000,100000
176,23,100000,77473
28018,31,100000,1601
22423980,90,100000,19
33171299,78,100000,9
98880783,75,100000,1
705,44,100000,74795
38,99,100000,100000
177,44,100000,99696
21518536,97,100000,29
10653,57,100000,13662
52410,12,100000,130
3464,74,100000,54342
46127754,42,100000,0
19520,46,100000,5127
2381,64,100000,57525
140933,90,100000,2771
4380,29,100000,8716
674861,77,100000,422
39053,98,100000,11510
2610,47,100000,33978
7068,3,100000,35
16214,43,100000,5497
13122391,59,100000,13
20310,50,100000,5765
1452,78,100000,87599
1482,10,100000,2939
7495,79,100000,33995
60299285,68,100000,6
27476,84,100000,11966
9757,77,100000,26136
30592,41,100000,2703
10900918,94,100000,43
13395624,49,100000,6
2461,86,100000,77857
3674,44,100000,22844
348991,91,100000,1145
2797459,43,100000,24
5105,31,100000,8882
8184,15,100000,1252
26,35,100000,100000
36473,88,100000,9795
2053591,83,100000,178
244856371,19,100000,0
1532711507,58,100000,0
6274,31,100000,7143
2640,3,100000,96
13395624,9,100000,1
37192,77,100000,7485
345,13,100000,20443
226394,99,100000,2174
20228457,18,100000,1
261526,94,100000,1608
322,22,100000,52094
516255,3,100000,1
100,41,100000,99995
2333,79,100000,73810
1411433635,10,100000,0
603,62,100000,96134
496,60,100000,97609
160,29,100000,93184
59308,17,100000,232
128,13,100000,46909
1597204024,20,100000,0
1677,45,100000,45129
1153225,69,100000,197
60299285,88,100000,7
186,27,100000,86050
357,4,100000,1631
1807425182,67,100000,0
177,7,100000,11253
597,23,100000,34682
278,58,100000,99816
994284460,86,100000,2
3,6,100000,100000
309,18,100000,39621
11,64,100000,100000
2510,78,100000,70029
34567061,59,100000,3
90,93,100000,100000
152,42,100000,99834
585,77,100000,99479
520,95,100000,99991
5222,42,100000,15118
5637200,14,100000,1
200062,60,100000,906
49268,56,100000,3117
271432191,87,100000,3
340495385,53,100000,1
12578,63,100000,14483
1417144,56,100000,127
4053812,18,100000,3
44341,36,100000,1329
47944,5,100000,18
3603,14,100000,2471
19712,34,100000,2826
6474,34,100000,8368
1766,5,100000,582
52864,14,100000,159
20497,10,100000,220
209,29,100000,86959
1305011,76,100000,204
113,47,100000,99998
278205,99,100000,1724
41779,96,100000,10392
159483,10,100000,28
194,52,100000,99953
37537247,12,100000,0
18230,77,100000,14691
3826,45,100000,22835
1681,84,100000,87711
12335677,72,100000,22
27,58,100000,100000
3113,30,100000,13072
769,44,100000,71448
520,70,100000,99246
735,15,100000,13341
338,12,100000,18016
23731,42,100000,3539
3113,12,100000,2139
241,88,100000,100000
1446652,46,100000,79
421,14,100000,19631
1370,9,100000,2544
9475,64,100000,19109
2299,84,100000,78563
4337,52,100000,26151
8936,73,100000,25600
652,66,100000,96526
114225172,58,100000,1
2210,77,100000,73518
2321,25,100000,12230
4121543458,16,100000,0
121509934,84,100000,5
13600,37,100000,4866
2148,46,100000,38406
25660,48,100000,4352
12643,15,100000,809
31196,99,100000,14264
233,46,100000,99145
428,76,100000,99914
343,80,100000,99996
98880783,66,100000,1
66843950,72,100000,7
593965103,87,100000,0
11405,74,100000,20829
4011,13,100000,1972
9292,12,100000,685
216377189,78,100000,1
84191,79,100000,3565
313,41,100000,93481
712,38,100000,63319
1172493821,84,100000,1
29134,98,100000,15221
23462,9,100000,159
8372,84,100000,34032
17878,86,100000,18741
1397,67,100000,80121
6,66,100000,100000
319,89,100000,100000
68235770,3,100000,0
1218,49,100000,62552
661096,30,100000,59
2472087,23,100000,10
5987,77,100000,38467
282853353,28,100000,0
2687,45,100000,31104
14004,35,100000,4122
231108,38,100000,260
5273,4,100000,125
85597676,10,100000,0
963,62,100000,86588
1042,70,100000,90516
2934,96,100000,79228
194,69,100000,100000
19,21,100000,100000
6666,19,100000,2556
896934455,6,100000,0
184232,70,100000,1299
39116717,53,100000,1
477,53,100000,95019
3367547,66,100000,61
1102200481,14,100000,0
20298,65,100000,9824
4171,90,100000,61856
2586,36,100000,21552
98,4,100000,5997
47478,96,100000,9124
18772,72,100000,12720
52864,87,100000,6831
25411,78,100000,10984
428,35,100000,76042
900,34,100000,46823
661096,49,100000,169
255,73,100000,99998
531,73,100000,99426
1359922,99,100000,406
1115,3,100000,250
51134293,69,100000,6
686137020,45,100000,0
171,61,100000,100000
3312,11,100000,1626
42227,95,100000,9872
2963,3,100000,90
12385,31,100000,3667
1267,96,100000,97531
1332184,55,100000,125
6537,58,100000,22606
584204,74,100000,443
4682885,91,100000,88
2584,62,100000,52086
10945,16,100000,1134
40215,28,100000,966
1570,32,100000,27145
181,8,100000,14594
234969466,36,100000,0
49268,7,100000,46
11885,39,100000,6027
9662,7,100000,214
18409,71,100000,12598
18230,26,100000,1823
12854731,99,100000,36
39053,27,100000,901
179,69,100000,100000
163,78,100000,100000
909,3,100000,301
20698,88,100000,17012
6927289,37,100000,13
698,85,100000,99496
113,53,100000,100000
6798,4,100000,83
3671,33,100000,13503
51341,76,100000,5451
18053,66,100000,11079
226394,33,100000,211
2714,48,100000,34047
1066,21,100000,17816
3353976342,42,100000,0
158,53,100000,99998
981,85,100000,97628
6932,47,100000,14483
191210414,82,100000,1
53,13,100000,80027
48,37,100000,100000
5702,36,100000,10378
75947,29,100000,567
13122391,81,100000,30
1137,87,100000,96578
42642,15,100000,239
227,86,100000,100000
209,5,100000,4614
47017,38,100000,1508
3178,26,100000,9691
60610,42,100000,1416
7718,58,100000,19139
1012,62,100000,85020
720,98,100000,99898
751,34,100000,53111
95272,13,100000,72
2695,4,100000,191
38,23,100000,99985
672141736,21,100000,0
2482,27,100000,13249
51341,73,100000,4961
32,53,100000,100000
4138220,70,100000,63
6046,81,100000,41652
6348,88,100000,45541
35419,18,100000,418
572288,46,100000,212
47278,27,100000,698
766,54,100000,85156
19490,67,100000,10779
1134,73,100000,90554
401523660,91,100000,1
27102,68,100000,8122
409884155,39,100000,1
49370,92,100000,8089
1206,50,100000,64511
39274,62,100000,4611
265895731,60,100000,0
3218548198,65,100000,0
28571,37,100000,2258
45186876,38,100000,0
1818,58,100000,60052
10460756,66,100000,21
1978,60,100000,59657
11296,71,100000,20084
2576106,22,100000,5
9873,58,100000,15187
51841,10,100000,85
22381,30,100000,1853
30,85,100000,100000
342,87,100000,99999
321377,54,100000,464
1283,14,100000,6780
580,24,100000,38263
10047,15,100000,1019
14421,40,100000,5235
